pattern_id,service_count,station_count,origin,destination,stations
SP003864,4,18,LRH,GRS,LRH|MEY|CTE|HNC|HNW|BLT|NTN|CBL|RUT|DAK|BDG|AGS|GCL|AND|EXG|PTK|HYN|GRS
SP003865,1,47,BDM,BTN,BDM|FLT|HLN|LEA|LUT|LTN|HPD|SAC|RDT|ELS|MIL|HEN|BCZ|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XSU|XLJ|NXG|BCY|HPA|FOH|SYD|ECR|SCY|PUO|PUR|XJS|RDH|ELD|SAF|HOR|GTW|TBD|BAB|HHE|WVF|XKM|BUG|HSK|PRP|BTN
SP003866,2,27,FTW,EDB,FTW|SBR|RYB|TUL|CRR|RAN|BRO|UTY|CNR|AUI|ART|GCH|HLU|DLR|DBC|DMR|WES|MYH|BBG|LNZ|CRO|FKK|PMT|LIN|HYM|EDB|EDB
SP003867,1,16,MYB,OXF,MYB|XNJ|WCX|SRU|WRU|GER|HWY|SDR|PRR|HDM|XJV|XGY|BIT|ISP|OXP|OXF
SP003868,2,5,SHR,LLO,SHR|CTT|CRV|KNI|LLO
SP003869,1,17,HUL,MAN,HUL|BUH|GBD|HOW|SBY|CFD|XES|LDS|XES|MIR|HUD|MSN|GNF|SYB|GUI|ABY|MAN
SP003870,2,7,SVG,AAP,SVG|KBW|WLW|WGC|HAT|PBR|AAP
SP003871,1,11,NEM,SAL,NEM|SUR|WOK|FNB|FLE|BSK|OVR|WCH|ADV|GRT|SAL
SP003872,2,14,EXD,SAL,EXD|EXC|PIN|CBK|WHM|FNT|HON|AXM|CKN|YVJ|SHE|TMC|GIL|SAL
SP003873,2,10,YRK,SHF,YRK|ULL|CHF|SIE|PFR|MRP|SWN|RMC|MHS|SHF
SP003874,2,11,PSE,FST,PSE|SFO|ETL|TIL|GRY|PFL|RNM|DDK|BKG|WEH|FST
SP003875,2,18,HFD,BHM,HFD|LED|CWL|XMN|GMV|MVL|XHK|WOF|DTW|XSW|BMV|BTG|LOB|KNN|XIR|XON|XOZ|BHM
SP003876,2,4,SVG,WGC,SVG|KBW|WLW|WGC
SP003877,2,12,WTM,LST,WTM|HAP|BPA|CHM|INT|SNF|GDP|IFD|SRA|XOW|BET|LST
SP003878,2,17,EDB,PTH,EDB|HYM|SGL|EGY|DAM|NQU|INK|ROS|DFE|DFL|COW|LCG|CDD|GLT|MNC|LDY|PTH
SP003879,2,6,SVG,RYS,SVG|HIT|LET|BDK|AWM|RYS
SP003880,6,15,BTR,LST,BTR|BTP|CES|WNY|WTM|HAP|BPA|CHM|SNF|GDP|IFD|SRA|XOW|BET|LST
SP003881,4,14,SOC,FST,SOC|WCF|CHW|LES|BEF|PSE|BSO|LAI|WHR|UPM|BKG|WEH|LHS|FST
SP003882,2,15,BHM,MKC,BHM|XOZ|SCF|BHI|HIA|BKW|THL|CNL|COV|RUG|LBK|NMP|XHN|WOL|MKC
SP003883,3,25,MFH,CDF,MFH|JOH|HVF|CLR|CUW|WTL|CMN|XCI|FYS|KWL|PBY|LLE|GWN|SWA|LAS|SKE|NTH|BNF|BAJ|PTA|PYL|BGN|PCD|PYC|CDF
SP003884,2,4,DEE,ARB,DEE|BYF|CAN|ARB
SP003885,4,10,WTM,LST,WTM|BPA|CHM|SNF|GDP|IFD|SRA|XOW|BET|LST
SP003886,6,5,DEE,ARB,DEE|BYF|MON|CAN|ARB
SP003887,4,2,WRX,CTR,WRX|CTR
SP003888,2,16,BTR,LST,BTR|BTP|CES|WNY|WTM|HAP|BPA|CHM|INT|SNF|GDP|IFD|SRA|XOW|BET|LST
SP003889,2,8,ARB,DEE,ARB|CAN|GOF|BYL|MON|BSI|BYF|DEE
SP003890,2,6,PTH,ARB,PTH|DEE|BYF|MON|CAN|ARB
SP003891,2,7,CRE,SHR,CRE|CTR|WRX|RUA|CRK|GOB|SHR
SP003892,1,19,ADR,MLN,ADR|COA|CBS|BAI|EST|GAR|SLS|CAY|BLG|HST|GQL|CHC|PTK|HYN|ANL|WES|BRN|HLF|MLN
SP003893,8,25,EDB,MLN,EDB|HYM|EDP|UHA|LSN|BHG|ARM|BKR|CAC|DRU|ADR|CBS|SLS|CAY|BLG|HST|GQL|CHC|PTK|HYN|ANL|WES|BRN|HLF|MLN
SP003894,2,20,HYN,EDB,HYN|PTK|CHC|GQL|HST|BLG|CAY|SLS|CBS|ADR|DRU|CAC|BKR|ARM|BHG|LSN|UHA|EDP|HYM|EDB
SP003895,2,20,BHG,MLN,BHG|ARM|BKR|CAC|DRU|ADR|CBS|SLS|CAY|BLG|HST|GQL|CHC|PTK|HYN|ANL|WES|BRN|HLF|MLN
SP003896,6,17,BHG,MLN,BHG|DRU|ADR|CBS|SLS|CAY|BLG|HST|GQL|CHC|PTK|HYN|ANL|WES|BRN|HLF|MLN
SP003897,2,21,EDB,GRS,EDB|HYM|EDP|UHA|LSN|BHG|ARM|BKR|CAC|DRU|ADR|CBS|SLS|BLG|HST|GQL|CHC|PTK|HYN|SCH|GRS
SP003898,4,21,BHG,MLN,BHG|DRU|ADR|COA|CBS|BAI|EST|GAR|SLS|CAY|BLG|HST|GQL|CHC|PTK|HYN|ANL|WES|BRN|HLF|MLN
SP003899,1,12,NEM,AON,NEM|SUR|ESH|WYB|BFN|WOK|BKO|AHV|AHT|FNH|BTY|AON
SP003900,1,22,SWA,PAD,SWA|NTH|PTA|BGN|LWM|BRY|CAD|CDF|NWP|STJ|PIL|PWY|BPW|SWI|DID|GOR|RDG|TWY|MAI|SLO|STL|PAD
SP003901,6,15,MLN,ADR,MLN|HLF|BRN|WES|ANL|HYN|PTK|CHC|GQL|HST|BLG|CAY|SLS|CBS|ADR
SP003902,2,29,EDB,MLN,EDB|HYM|EDP|UHA|LSN|BHG|ARM|BKR|CAC|DRU|ADR|COA|CBS|BAI|EST|GAR|SLS|CAY|BLG|HST|GQL|CHC|PTK|HYN|ANL|WES|BRN|HLF|MLN
SP003903,2,33,WEY,NEM,WEY|UPW|DCH|MTN|WOO|WRM|HOL|HAM|POO|PKS|BSM|BMH|POK|CHR|HNA|NWM|SWY|BCU|ANF|TTN|RDB|SOU|SDN|SOA|ESL|XEW|WIN|MIC|BSK|FNB|WOK|SUR|NEM
SP003904,2,2,SMQ,PNQ,SMQ|PNQ
SP003905,2,13,LST,WTM,LST|BET|XOW|SRA|MYL|IFD|GDP|SNF|INT|CHM|BPA|HAP|WTM
SP003906,2,22,GRS,EDB,GRS|SCH|HYN|PTK|CHC|GQL|HST|BLG|CAY|SLS|CBS|ADR|DRU|CAC|BKR|ARM|BHG|LSN|UHA|EDP|HYM|EDB
SP003907,2,28,MLN,EDB,MLN|HLF|BRN|WES|ANL|HYN|PTK|CHC|GQL|HST|BLG|CAY|SLS|GAR|EST|BAI|CBS|ADR|DRU|CAC|BKR|ARM|BHG|LSN|UHA|EDP|HYM|EDB
SP003908,6,12,LST,WTM,LST|BET|XOW|SRA|MYL|IFD|GDP|SNF|INT|CHM|BPA|WTM
SP003909,4,29,MLN,EDB,MLN|HLF|BRN|WES|ANL|HYN|PTK|CHC|GQL|HST|BLG|CAY|SLS|GAR|EST|BAI|CBS|COA|ADR|DRU|CAC|BKR|ARM|BHG|LSN|UHA|EDP|HYM|EDB
SP003910,2,16,LST,BTR,LST|BET|XOW|SRA|MYL|IFD|GDP|SNF|CHM|BPA|HAP|WTM|WNY|CES|BTP|BTR
SP003911,3,15,ADR,MLN,ADR|CBS|SLS|CAY|BLG|HST|GQL|CHC|PTK|HYN|ANL|WES|BRN|HLF|MLN
SP003912,4,17,MLN,BHG,MLN|HLF|BRN|WES|ANL|HYN|PTK|CHC|GQL|HST|BLG|CAY|SLS|CBS|ADR|DRU|BHG
SP003913,2,14,LIT,PMS,LIT|FOD|BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|HLS|FTN|PMS
SP003914,2,12,COL,LST,COL|MKT|WTM|BPA|CHM|SNF|GDP|IFD|SRA|XOW|BET|LST
SP003915,1,35,WHP,RAI,WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XKE|DEP|GNW|MZH|WCB|CTN|WWD|WWA|PLU|ABW|BVD|ERH|SGR|XRT|DFD|SCG|GNH|SWM|NFL|XSR|GRV|HGM|SOO|XRJ|RTR|CTM|GLM|RAI
SP003916,1,30,DMR,EDB,DMR|CYK|YOK|GRS|SCH|JOR|HYN|PTK|CHC|GQL|HST|BLG|CAY|SLS|GAR|EST|BAI|CBS|COA|ADR|DRU|CAC|BKR|ARM|BHG|LSN|UHA|EDP|HYM|EDB
SP003917,2,21,NEM,BMH,NEM|SUR|WOK|FNB|FLE|WNF|BSK|MIC|WIN|XEW|ESL|SOA|SDN|SOU|RDB|TTN|BCU|NWM|CHR|POK|BMH
SP003918,2,20,SOU,NEM,SOU|SDN|SWG|SOA|ESL|XEW|SHW|WIN|MIC|BSK|HOK|WNF|FLE|FNB|BKO|WOK|BFN|WYB|SUR|NEM
SP003919,4,11,WTM,LST,WTM|BPA|CHM|INT|SNF|GDP|IFD|SRA|XOW|BET|LST
SP003920,2,16,SOU,PMH,SOU|SDN|BTE|WLS|SHO|NTL|HME|BUO|SNW|FRM|PTC|CSA|HLS|FTN|PMS|PMH
SP003921,2,3,XOA,CNF,XOA|XOA|CNF
SP003922,2,15,LST,COL,LST|BET|XOW|SRA|MYL|IFD|GDP|SNF|CHM|BPA|HAP|WTM|KEL|MKT|COL
SP003923,2,15,LST,COL,LST|BET|XOW|SRA|MYL|IFD|GDP|SNF|INT|CHM|BPA|WTM|KEL|MKT|COL
SP003924,18,2,BAU,HUU,BAU|HUU
SP003925,18,2,HUU,BAU,HUU|BAU
SP003926,2,16,LST,COL,LST|BET|XOW|SRA|MYL|IFD|GDP|SNF|INT|CHM|BPA|HAP|WTM|KEL|MKT|COL
SP003927,6,21,LST,ELY,LST|BET|HAC|XMI|TOM|BMD|WLC|CHN|BXB|HWN|SAW|BIS|SST|AUD|WLF|XSP|CMS|CBG|CMB|WBC|ELY
SP003928,1,13,NEM,BSK,NEM|SUR|WAL|WYB|BFN|WBY|WOK|BKO|FNB|FLE|WNF|HOK|BSK
SP003929,1,22,ELY,LST,ELY|WBC|CMB|CBG|CMS|XSP|WLF|AUD|SST|BIS|HWN|RYN|BXB|CHN|BMD|TOM|XMI|HAC|LOF|CBH|BET|LST
SP003930,4,19,LST,CMB,LST|BET|HAC|XMI|TOM|BMD|WLC|CHN|BXB|HWN|SAW|BIS|SST|AUD|WLF|XSP|CMS|CBG|CMB
SP003931,4,16,CBG,LST,CBG|CMS|XSP|WLF|AUD|SST|BIS|HWN|BXB|CHN|BMD|TOM|XMI|HAC|BET|LST
SP003932,2,22,LIF,LOB,LIF|LIC|SEN|BKT|BUL|FOK|SUT|WYL|CRD|ERD|GVH|AST|DUD|XOZ|BHM|FWY|UNI|SLY|BRV|KNN|NFD|LOB
SP003933,4,10,BHM,BMV,BHM|FWY|UNI|SLY|BRV|KNN|NFD|LOB|BTG|BMV
SP003934,66,24,LIF,BMV,LIF|LIC|SEN|BKT|BUL|FOK|SUT|WYL|CRD|ERD|GVH|AST|DUD|XOZ|BHM|FWY|UNI|SLY|BRV|KNN|NFD|LOB|BTG|BMV
SP003935,2,19,ELY,LST,ELY|WBC|CMB|CBG|CMS|XSP|WLF|AUD|SST|BIS|HWN|BXB|CHN|BMD|TOM|XMI|HAC|BET|LST
SP003936,2,20,CBG,LST,CBG|CMS|XSP|WLF|AUD|NWE|ESM|SST|BIS|SAW|HWN|BXB|CHN|WLC|BMD|TOM|XMI|HAC|BET|LST
SP003937,4,18,LST,CBG,LST|BET|HAC|XMI|TOM|BMD|CHN|BXB|HWN|HWM|SAW|BIS|SST|AUD|WLF|XSP|CMS|CBG
SP003938,4,20,CBG,LST,CBG|CMS|XSP|SED|WLF|GRC|AUD|NWE|ESM|SST|BIS|HWN|BXB|CHN|BMD|TOM|XMI|HAC|BET|LST
SP003939,1,12,NEM,PTR,NEM|SUR|WOK|GLD|FNC|GOD|MLF|WTY|HSL|LIP|LIS|PTR
SP003940,4,12,PSE,FST,PSE|SFO|ETL|TIL|GRY|CFH|OCK|UPM|BKG|WEH|LHS|FST
SP003941,1,6,HUD,LDS,HUD|DEW|BTL|MLY|COT|LDS
SP003942,2,12,SAL,ROM,SAL|DEN|ROM|RDB|MBK|SOU|SDN|SWG|SOA|ESL|CFR|ROM
SP003943,1,6,LDS,HUD,LDS|COT|MLY|BTL|DEW|HUD
SP003944,2,16,SAL,SAL,SAL|DEN|DBG|ROM|CFR|ESL|SOA|SWG|SDN|SOU|MBK|RDB|ROM|DBG|DEN|SAL
SP003945,6,15,SMN,LST,SMN|BUU|ALN|NFA|SOF|BLB|WIC|BIC|SNF|GDP|IFD|SRA|XOW|BET|LST
SP003946,2,14,SMN,LST,SMN|BUU|ALN|NFA|SOF|BLB|WIC|SNF|GDP|IFD|SRA|XOW|BET|LST
SP003947,4,16,LST,SMN,LST|BET|XOW|SRA|MYL|IFD|GDP|SNF|BIC|WIC|BLB|SOF|NFA|ALN|BUU|SMN
SP003948,1,22,LST,SOV,LST|BET|XOW|SRA|MYL|MNP|IFD|GMY|CTH|RMF|GDP|HRO|BRE|SNF|BIC|WIC|RLG|HOC|RFD|SIA|PRL|SOV
SP003949,2,20,FOK,RDC,FOK|SUT|WYL|CRD|ERD|GVH|AST|DUD|XOZ|BHM|FWY|UNI|SLY|BRV|KNN|NFD|LOB|BTG|ALV|RDC
SP003950,34,12,MCV,LIV,MCV|SFD|ECC|NLW|ERL|SHJ|LEG|RNH|HUY|ROB|EDG|LIV
SP003951,1,10,HUL,YRK,HUL|BUH|GBD|EGN|HOW|WRS|SBY|SIE|CHF|YRK
SP003952,2,9,DBY,MAT,DBY|DFI|BLP|XAJ|AMB|WTS|CMF|MTB|MAT
SP003953,2,21,NRW,SHF,NRW|WMD|ATL|TTF|BND|XYE|ELY|XYE|MNE|MCH|WLE|PBO|GRA|ALK|BIN|RDF|NOT|LGM|ALF|CHD|SHF
SP003954,2,20,SOV,LST,SOV|PRL|SIA|RFD|HOC|RLG|WIC|BIC|SNF|GDP|RMF|GMY|SVK|IFD|MNP|FOG|SRA|XOW|BET|LST
SP003955,1,20,SOV,LST,SOV|PRL|SIA|RFD|HOC|RLG|WIC|BIC|SNF|GDP|RMF|CTH|SVK|IFD|MNP|FOG|SRA|XOW|BET|LST
SP003956,1,21,BHM,SHR,BHM|XOS|SMR|XGJ|XGQ|SAD|DDP|TIP|CSY|WVH|BBK|CSL|ALB|COS|SFN|XMD|TFC|OKN|WLN|XSY|SHR
SP003957,1,7,PAD,GFD,PAD|EAL|WEA|DRG|CBP|SGN|GFD
SP003958,2,58,EUS,INV,EUS|XWI|WMB|HRW|WFJ|XOE|TRI|XOD|BLY|MKC|XHN|XWZ|RUG|COV|BKW|BHI|SCF|AST|XRA|BSC|XPJ|XBJ|PKG|STA|CRE|WSF|ACB|XYJ|WBQ|WGN|XOU|PRE|LAN|XOA|OXN|XIT|PNR|XGS|LOC|SLA|HYM|HYM|LIN|PMT|XGM|STG|DBL|GLE|PTH|DKD|PIT|BLA|DLW|NWR|KIN|AVM|CAG|INV
SP003959,31,20,BHM,SHR,BHM|XOS|XRA|TAB|BSC|DAS|WIA|XPJ|WVH|BBK|CSL|ALB|COS|SFN|XMD|TFC|OKN|WLN|XSY|SHR
SP003960,2,14,MAN,YRK,MAN|ABY|GUI|SYB|GNF|MSN|HUD|DEW|MLY|LDS|CRG|MIK|CHF|YRK
SP003961,2,9,HBD,LDS,HBD|MYT|SOW|HFX|LMR|BDI|NPD|BLE|LDS
SP003962,8,7,LAI,FST,LAI|WHR|UPM|BKG|WEH|LHS|FST
SP003963,1,21,MFH,CDF,MFH|JOH|HVF|CLR|CUW|WTL|CMN|XCI|FYS|KWL|PBY|LLE|GWN|SWA|NTH|PTA|PYL|BGN|PCD|PYC|CDF
SP003964,2,9,RCD,LDS,RCD|LTL|TOD|HBD|MYT|SOW|HFX|BDI|LDS
SP003965,2,47,BRI,EDB,BRI|FIT|BPW|YAE|CNM|ASC|XAY|XSW|BMV|BTG|LOB|KNN|SLY|FWY|BHM|XOZ|XLX|WTO|XKI|TAH|XWE|BUT|DBY|XAJ|CHD|SHF|SWN|MRP|WKF|LDS|CRG|MIK|CHF|YRK|THI|NTR|DAR|DHM|NCL|MPT|ALM|BWK|RSN|DUN|DRM|PST|EDB
SP003966,2,8,SHF,WKK,SHF|MHS|CLN|ELR|WOM|BNY|DRT|WKK
SP003967,2,12,BHM,NMP,BHM|XOZ|SCF|BHI|HIA|BKW|THL|CNL|COV|RUG|LBK|NMP
SP003968,58,8,GRY,FST,GRY|PFL|RNM|DDK|BKG|WEH|LHS|FST
SP003969,1,25,BAK,BTN,BAK|BAL|SRC|NRB|TTH|SRS|ECR|SCY|PUO|PUR|XJS|RDH|ELD|SAF|HOR|GTW|TBD|BAB|HHE|WVF|XKM|BUG|HSK|PRP|BTN
SP003970,13,46,EDB,EUS,EDB|HYM|SLA|LOC|XGS|CAR|PNR|XIT|OXN|XOA|LAN|PRE|XOU|WGN|WBQ|XYJ|ACB|WSF|CRE|STA|PKG|XBJ|WVH|DDP|SAD|XGJ|XOS|BHM|XOZ|SCF|BHI|BKW|COV|RUG|XWZ|XHN|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
SP003971,2,11,BHM,WOF,BHM|XOZ|XON|XIR|KNN|LOB|BTG|BMV|XSW|DTW|WOF
SP003972,3,17,BHM,SHR,BHM|XOS|XGJ|XGQ|DDP|WVH|BBK|CSL|ALB|COS|SFN|XMD|TFC|OKN|WLN|XSY|SHR
SP003973,2,13,BSW,KID,BSW|JEQ|THW|SGB|SMW|LGG|ROW|OHL|CRA|LYE|SBJ|BKD|KID
SP003974,18,32,SAV,KID,SAV|STY|WMC|WWW|HNL|DZY|WDE|TLK|EWD|WYT|WTE|SRL|YRD|HLG|SRI|TYS|XOH|SMA|BMO|BSW|JEQ|THW|SGB|SMW|LGG|ROW|OHL|CRA|LYE|SBJ|BKD|KID
SP003975,6,17,SOC,FST,SOC|WCF|CHW|LES|BEF|PSE|SFO|ETL|TIL|GRY|PFL|RNM|DDK|BKG|WEH|LHS|FST
SP003976,2,21,WTE,KID,WTE|SRL|YRD|HLG|SRI|TYS|XOH|BMO|BSW|JEQ|THW|SGB|SMW|LGG|ROW|OHL|CRA|LYE|SBJ|BKD|KID
SP003977,4,8,NRW,GYM,NRW|XWH|BGA|BDA|CNY|REE|BYA|GYM
SP003978,20,22,WTE,KID,WTE|SRL|YRD|HLG|SRI|TYS|XOH|SMA|BMO|BSW|JEQ|THW|SGB|SMW|LGG|ROW|OHL|CRA|LYE|SBJ|BKD|KID
SP003979,2,8,WDM,PRE,WDM|SVL|BUD|KEN|OXN|XOA|LAN|PRE
SP003980,1,16,HUL,HFX,HUL|BUH|GBD|HOW|SBY|SOM|MIK|EGF|GRF|CRG|LDS|BLE|NPD|BDI|LMR|HFX
SP003981,2,8,GYM,NRW,GYM|BYA|REE|CNY|BDA|BGA|XWH|NRW
SP003982,2,7,GYM,NRW,GYM|BYA|REE|CNY|BDA|XWH|NRW
SP003983,4,6,GYM,NRW,GYM|REE|CNY|BDA|XWH|NRW
SP003984,1,26,BPN,MIA,BPN|LAY|PFY|KKM|SLW|PRE|LEY|XOU|BSV|CRL|ADL|BLK|HWI|LOT|XLK|BON|SLD|DGT|MCO|MAN|MAU|BNA|EDY|GTY|HDG|MIA
SP003985,1,11,SHF,LDS,SHF|MHS|RMC|SWN|BTD|GOE|THC|MRP|FZW|XES|LDS
SP003986,1,40,GLQ,KGX,GLQ|BBG|LNZ|CRO|FKK|PMT|LIN|HYM|EDB|PST|DRM|DUN|RSN|BWK|ALM|MPT|NCL|DHM|DAR|NTR|THI|YRK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
SP003987,2,13,MAN,BUX,MAN|SPT|DVN|WSR|HAZ|MDL|DSL|NMN|FNV|WBR|CEF|DVH|BUX
SP003988,6,23,WTE,KID,WTE|SRL|YRD|HLG|SRI|TYS|XOH|SMA|BMO|BSW|JEQ|THW|SGB|SMW|LGG|ROW|OHL|CRA|LYE|SBJ|HAG|BKD|KID
SP003989,1,18,BTN,BAK,BTN|PRP|HSK|BUG|XKM|HHE|TBD|GTW|SAF|ELD|RDH|XJS|PUR|SCY|ECR|SRC|BAL|BAK
SP003990,1,21,LLJ,MIA,LLJ|CWB|AGL|RHL|PRT|FLN|SHT|CTR|HSB|FRD|RUE|WBQ|ERL|NLW|ECC|DGT|MCO|MAN|EDY|HDG|MIA
SP003991,1,35,PBO,HRH,PBO|HUN|SNO|SDY|BIW|ARL|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|PUR|XJS|RDH|ELD|HOR|GTW|TBD|CRW|IFI|LVN|HRH
SP003992,1,37,PBO,HRH,PBO|HUN|SNO|SDY|BIW|ARL|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|PUR|XJS|CDS|MHM|RDH|ELD|HOR|GTW|TBD|CRW|IFI|LVN|HRH
SP003993,1,35,HRH,PBO,HRH|LVN|IFI|CRW|TBD|GTW|HOR|ELD|RDH|XJS|PUR|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|ZFD|SPL|XKB|FPK|AAP|BOP|GDH|HFN|SVG|HIT|ARL|BIW|SDY|SNO|HUN|XHO|PBO
SP003994,2,15,PBO,KGX,PBO|HUN|SNO|SDY|BIW|ARL|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
SP003995,4,5,BKG,GRY,BKG|DDK|RNM|PFL|GRY
SP003996,1,17,PBO,KGX,PBO|HUN|SNO|SDY|BIW|ARL|HIT|SVG|XGN|WGC|HAT|PBR|NBA|AAP|FPK|XKB|KGX
SP003997,2,19,TPB,FST,TPB|SOE|SOC|WCF|CHW|LES|BEF|PSE|SFO|ETL|TIL|GRY|PFL|RNM|DDK|BKG|WEH|LHS|FST
SP003998,1,19,LDS,BPN,LDS|NPD|BDI|HFX|HBD|BYM|ACR|BBN|MLH|CYT|PLS|BMB|XLS|LOH|PRE|SLW|KKM|PFY|BPN
SP003999,2,22,LST,CLT,LST|BET|XOW|SRA|MYL|IFD|GDP|SNF|CHM|BPA|HAP|WTM|KEL|MKT|COL|HYH|WIV|ALR|GRB|WEE|TLS|CLT
SP004000,1,43,GLC,EUS,GLC|WSH|LOC|XGS|CAR|PNR|XIT|OXN|XOA|LAN|PRE|XOU|EBA|WGN|WBQ|XYJ|ACB|WSF|CRE|STA|XCO|RGL|XOI|LTV|TAM|XIM|PSW|ATH|NUN|RUG|XWZ|XHN|WOL|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
SP004001,1,27,CLT,LST,CLT|TLS|WEE|GRB|ALR|WIV|HYH|COL|MKT|KEL|WTM|BPA|CHM|SNF|BRE|HRO|GDP|RMF|GMY|SVK|IFD|MNP|FOG|SRA|XOW|BET|LST
SP004002,2,5,LDS,HFX,LDS|BLE|NPD|BDI|HFX
SP004003,6,17,CLT,LST,CLT|TLS|WIV|HYH|COL|MKT|KEL|WTM|BPA|CHM|SNF|GDP|IFD|SRA|XOW|BET|LST
SP004004,2,19,CLT,LST,CLT|TLS|GRB|ALR|WIV|HYH|COL|MKT|KEL|WTM|BPA|CHM|SNF|GDP|IFD|SRA|XOW|BET|LST
SP004005,2,20,MCO,LIV,MCO|DGT|URM|CSR|FLI|IRL|GLZ|BWD|PDG|WAC|WAW|WID|HGN|HED|HNX|ALE|WSA|MSH|EDG|LIV
SP004006,2,21,CLT,LST,CLT|TLS|GRB|ALR|WIV|HYH|COL|MKT|KEL|WTM|HAP|BPA|CHM|INT|SNF|GDP|IFD|SRA|XOW|BET|LST
SP004007,2,20,MCO,LIV,MCO|DGT|TRA|HUP|URM|CSR|FLI|IRL|GLZ|BWD|PDG|WAC|WAW|WID|HGN|HED|HNX|ALE|EDG|LIV
SP004008,1,17,CBG,KGX,CBG|CMS|XSP|FXN|RYS|AWM|BDK|LET|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
SP004009,1,44,GLC,EUS,GLC|MTH|SDM|LOC|XGS|CAR|PNR|XIT|OXN|XOA|LAN|PRE|XOU|EBA|WGN|WBQ|XYJ|ACB|WSF|CRE|STA|XCO|RGL|XOI|LTV|TAM|XIM|PSW|ATH|NUN|RUG|XWZ|XHN|WOL|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
SP004010,1,38,GLC,EUS,GLC|MTH|SDM|CRS|LOC|XGS|CAR|PNR|XIT|OXN|XOA|LAN|XOU|WGN|WBQ|XYJ|ACB|WSF|CRE|STA|XCO|XOI|XIM|NUN|RUG|LBK|NMP|XHN|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
SP004011,1,13,SHF,MAN,SHF|DOR|GRN|HSG|BAM|HOP|EDL|CLY|NMC|RML|RDN|ABY|MAN
SP004012,1,38,EUS,GLC,EUS|XWI|WMB|HRW|WFJ|XOE|TRI|XOD|BLY|MKC|XHN|NMP|LBK|RUG|NUN|XIM|XOI|XCO|STA|CRE|WSF|ACB|XYJ|WBQ|WGN|XOU|LAN|XOA|OXN|XIT|PNR|CAR|XGS|LOC|CRS|SDM|MTH|GLC
SP004013,1,19,BAK,HRH,BAK|BAL|SRC|SRS|ECR|SCY|PUR|XJS|CDS|MHM|RDH|ELD|SAF|HOR|GTW|TBD|CRW|LVN|HRH
SP004014,2,19,WON,LST,WON|FRI|KBX|TLS|WIV|HYH|COL|MKT|KEL|WTM|BPA|CHM|SNF|GDP|IFD|SRA|XOW|BET|LST
SP004015,2,22,HHD,BHM,HHD|VAL|LPG|BNG|PMW|LLJ|CWB|AGL|RHL|PRT|FLN|SHT|CTR|CRE|STA|PKG|XBJ|WVH|DDP|XGJ|XOS|BHM
SP004016,2,11,BHM,RDC,BHM|FWY|UNI|SLY|BRV|KNN|NFD|LOB|BTG|ALV|RDC
SP004017,2,28,EUS,PRE,EUS|XWI|WMB|HRW|WFJ|XOE|TRI|XOD|BLY|MKC|XHN|XWZ|RUG|NUN|XIM|TAM|LTV|XOI|XCO|STA|CRE|WSF|ACB|XYJ|WBQ|WGN|XOU|PRE
SP004018,1,8,GTW,BAL,GTW|ELD|RDH|XJS|PUR|ECR|SRS|BAL
SP004019,2,28,BHM,GLC,BHM|XOS|XGJ|SAD|DDP|WVH|XBJ|PKG|STA|CRE|WSF|ACB|XYJ|WBQ|WGN|XOU|PRE|LAN|XOA|OXN|XIT|PNR|CAR|XGS|LOC|SDM|MTH|GLC
SP004020,1,7,BAL,GTW,BAL|SRS|ECR|PUR|XJS|ELD|GTW
SP004021,1,35,SLB,MAN,SLB|LGK|RCE|RCC|SBK|MBR|TBY|EAG|YRM|NTR|THI|YRK|CHF|MIK|EGF|CRG|LDS|COT|MLY|BTL|DEW|RVN|MIR|DHN|HUD|SWT|MSN|GNF|MSL|SYB|GUI|GTO|ABY|ADK|MAN
SP004022,1,23,BHM,LIV,BHM|XOS|SMR|XGJ|XGQ|SAD|DDP|TIP|CSY|WVH|XBJ|PKG|STA|CRE|WSF|HTF|ACB|XYJ|RUN|ALE|MSH|EDG|LIV
SP004023,2,27,MAN,EUS,MAN|SPT|CHU|MAC|CNG|KDG|SOT|SNE|XCO|XOI|LTV|TAM|XIM|NUN|RUG|XWZ|XHN|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
