route_id,pattern_id,origin,destination,station_count,station_sequence
R00502,SP000738,HOO,CTR,30,HOO|ERA|BOM|BMR|SPI|PSL|BEB|RFY|GNL|BKC|BKQ|LVJ|MRF|LVL|XLV|LVJ|BKQ|BKC|GNL|RFY|BEB|PSL|SPI|BMR|BOM|ERA|HOO|CPU|BAC|CTR
R00503,SP000739,EBN,AFK,20,EBN|HMD|XIL|PEV|PEB|NSB|COB|CLL|BEX|XOP|SLQ|HGS|ORE|TOK|DLH|WSE|RYE|APD|HMT|AFK
R00504,SP000741,OXF,RDG,6,OXF|DID|CHO|GOR|TLH|RDG
R00505,SP000742,CTR,CTR,33,CTR|BAC|CPU|HOO|ERA|BOM|BMR|SPI|PSL|BEB|RFY|GNL|BKC|BKQ|LVJ|MRF|LVL|XLV|LVJ|BKQ|BKC|GNL|RFY|BEB|PSL|SPI|BMR|BOM|ERA|HOO|CPU|BAC|CTR
R00506,SP001963,COR,STP,19,COR|KET|WEL|BDM|FLT|HLN|LEA|LUT|LTN|HPD|SAC|RDT|ELS|MIL|HEN|CRI|WHP|KTN|STP
R00507,SP000744,NCL,KGX,23,NCL|DHM|NTR|THI|YRK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
R00508,SP003724,BPN,MIA,22,BPN|LAY|PFY|KKM|PRE|LEY|XOU|BSV|CRL|ADL|BLK|HWI|LOT|XLK|BON|SLD|DGT|MCO|MAN|EDY|HDG|MIA
R00509,SP002708,CBG,HPQ,12,CBG|DUL|NMK|KNE|BSE|TRS|ESW|SMK|NMT|IPS|MIS|HPQ
R00510,SP000748,GPO,BGV,14,GPO|XJR|UHL|CRH|HRY|STO|BHO|WMW|LEM|LER|WNP|WGR|BKG|BGV
R00511,SP000824,ELP,ELP,33,ELP|OVE|LTT|HOO|ERA|BOM|BMR|SPI|PSL|BEB|RFY|GNL|BKC|BKQ|LVJ|MRF|LVL|XLV|LVJ|BKQ|BKC|GNL|RFY|BEB|PSL|SPI|BMR|BOM|ERA|HOO|LTT|OVE|ELP
R00512,SP000751,MAN,CTR,16,MAN|SPT|NVR|ALT|HAL|ASY|MOB|KNF|PLM|LTG|NWI|GBK|CUD|DLM|MLD|CTR
R00513,SP004172,MAT,CLE,30,MAT|MTB|CMF|WTS|AMB|XAJ|BLP|DFI|DBY|SPO|LGE|XTR|BEE|NOT|CTO|BUJ|LOW|FSK|NCT|XNK|CLM|SWD|HKM|LCN|MKR|BTB|HAB|SLL|GMB|CLE
R00514,SP003720,XVJ,RAM,38,XVJ|BRX|HNH|WDU|SYH|PNE|KTH|BKJ|SRT|BMS|BKL|XLY|XMU|SMY|SAY|FNR|XWK|LGF|MEP|SOR|XRJ|RTR|CTM|GLM|RAI|NGT|SIT|TEY|FAV|WHI|CSW|HNB|BCH|WGA|MAR|BSR|DMP|RAM
R00515,SP000755,DBY,MAT,8,DBY|DFI|BLP|AMB|WTS|CMF|MTB|MAT
R00516,SP002505,CHX,GRV,19,CHX|WAE|NWX|LEW|BKH|KDB|ELW|FCN|WLI|BXH|BNH|XRT|DFD|SCG|GNH|SWM|NFL|XSR|GRV
R00517,SP000758,ORE,BAL,29,ORE|HGS|SLQ|XOP|BEX|CLL|COB|NSB|PEV|XIL|HMD|EBN|HMD|XIL|PLG|XRH|LWS|PMP|XKM|WVF|HHE|TBD|GTW|ELD|XJS|PUR|ECR|SRS|BAL
R00518,SP000762,GLD,HWX,3,GLD|WOK|HWX
R00519,SP002469,CTR,MAN,18,CTR|MLD|DLM|CUD|GBK|NWI|LTG|PLM|KNF|MOB|ASY|HAL|ALT|NVR|SPT|HTC|LVM|MAN
R00520,SP000764,RSH,MAN,10,RSH|RML|WLY|HYC|HYT|GUI|FRF|GTO|ABY|MAN
R00521,SP000765,WDM,MIA,19,WDM|SVL|BUD|KEN|OXN|XOA|LAN|PRE|XOU|CRL|XLK|BON|SLD|DGT|MCO|MAN|GTY|HDG|MIA
R00522,SP003200,CHX,TBW,18,CHX|WAE|NWX|XPY|NBC|BKJ|SRT|BMS|XLY|XPE|ORP|CLD|DNG|SEV|HLB|TON|HIB|TBW
R00523,SP000767,OKE,BUA,3,OKE|XEE|BUA
R00524,SP000770,AFK,CST,16,AFK|HCN|SPU|PDW|TON|SEV|ORP|XPE|CIT|GRP|HGR|XPY|SAJ|NWX|XKE|CST
R00525,SP000771,TON,CHX,15,TON|HLB|SEV|CLD|ORP|XPE|XLY|BMS|SRT|BKJ|NBC|XPY|NWX|WAE|CHX
R00526,SP000773,DFD,CST,16,DFD|XRT|SGR|ERH|BVD|ABW|PLU|WWA|WWD|CTN|BKH|LEW|SAJ|NWX|XKE|CST
R00527,SP002950,MAN,CRE,15,MAN|MAU|BNA|EDY|GTY|HDG|MIA|SYA|WML|ALD|CEL|GTR|HCH|SDB|CRE
R00528,SP000775,AFK,XVJ,21,AFK|CHG|BSD|MDE|BMG|EML|WMA|BRG|XOT|OTF|SAY|SMY|XMU|XLY|BMS|SRT|BKJ|KTH|HNH|BRX|XVJ
R00529,SP000776,LDS,KNO,8,LDS|WKF|WKK|SHC|FEA|POT|PFM|KNO
R00530,SP000777,BTN,ORE,24,BTN|LRB|MCB|FMR|LWS|XRH|GLY|BRK|PLG|XIL|HMD|EBN|HMD|XIL|PEV|PEB|NSB|COB|CLL|BEX|XOP|SLQ|HGS|ORE
R00531,SP000778,CHT,NCL,9,CHT|ALM|ACK|WDD|PEG|MPT|CRM|MAS|NCL
R00532,SP000781,KNO,LDS,8,KNO|PFM|POT|FEA|SHC|WKK|WKF|LDS
R00533,SP000782,BUA,OKE,2,BUA|OKE
R00534,SP000785,MPT,NCL,4,MPT|CRM|MAS|NCL
R00535,SP000786,EPD,BAK,16,EPD|BAD|BLM|SUO|CSB|WLT|WDO|WCY|XGU|SRS|TTH|NRB|SRC|BAL|WSW|BAK
R00536,SP000788,GRV,CST,22,GRV|XSR|NFL|SWM|GNH|SCG|DFD|XRT|SGR|ERH|BVD|ABW|PLU|WWA|WWD|CTN|BKH|LEW|SAJ|NWX|XKE|CST
R00537,SP000790,NRW,SHM,11,NRW|XWH|SAH|HXM|WRT|NWA|GNT|RNR|CMR|WRN|SHM
R00538,SP000793,CPG,BWR,4,CPG|MIM|SWW|BWR
R00539,SP000794,MSR,XVJ,30,MSR|STU|CBW|CRT|CIL|WYE|AFK|CHG|LEN|HRM|HBN|BSD|MDE|BMG|EML|WMA|BRG|KMS|XOT|OTF|SAY|XMU|XLY|BMS|SRT|BKJ|KTH|HNH|BRX|XVJ
R00540,SP000796,PAD,HAF,6,PAD|EAL|STL|HAY|HXX|HAF
R00541,SP000797,SHM,NRW,9,SHM|WRN|CMR|NWA|WRT|HXM|SAH|XWH|NRW
R00542,SP000798,FKC,XVJ,28,FKC|FKW|XSI|SDG|WHA|AFK|CHG|LEN|HRM|HBN|BSD|MDE|BMG|EML|WMA|BRG|XOT|OTF|SAY|XMU|XLY|BMS|SRT|BKJ|KTH|HNH|BRX|XVJ
R00543,SP000800,SHM,NRW,11,SHM|WRN|CMR|RNR|GNT|NWA|WRT|HXM|SAH|XWH|NRW
R00544,SP000802,SHM,NRW,10,SHM|WRN|CMR|RNR|NWA|WRT|HXM|SAH|XWH|NRW
R00545,SP000803,SHM,NRW,8,SHM|WRN|CMR|GNT|NWA|HXM|XWH|NRW
R00546,SP000804,APN,SHZ,18,APN|REG|SGH|NCZ|HEZ|PAW|FEG|BNR|EBL|SEB|STI|STZ|SUN|CIC|UNV|MIF|PAI|SHZ
R00547,SP000805,SHM,NRW,7,SHM|WRN|CMR|NWA|HXM|XWH|NRW
R00548,SP000807,MIM,BWR,3,MIM|SWW|BWR
R00549,SP000808,SHM,NRW,6,SHM|CMR|NWA|HXM|XWH|NRW
R00550,SP002867,PNZ,PAD,52,PNZ|SER|CBN|RED|TRU|SAU|PAR|LOS|BOD|LSK|SGM|STS|SBF|KEY|DOC|DPT|PLY|IVY|TOT|NTA|TGM|DWL|DWW|SCS|EXT|EXD|TVP|TAU|CLC|BRU|PEW|BDW|HGD|KIT|NBY|NRC|THA|MDG|AMT|THE|RDG|TWY|MAI|TAP|BNM|SLO|HAY|STL|HAN|EAL|AML|PAD
R00551,SP000810,HBL,LVC,8,HBL|KIR|FAZ|RIL|KKD|SDL|XMR|LVC
R00552,SP000811,CTR,HOO,4,CTR|BAC|CPU|HOO
R00553,SP000812,LVC,HBL,8,LVC|XMR|SDL|KKD|RIL|FAZ|KIR|HBL
R00554,SP000813,FGH,RSB,2,FGH|RSB
R00555,SP000815,RSB,FGH,2,RSB|FGH
R00556,SP000817,SHZ,APN,18,SHZ|PAI|MIF|UNV|CIC|SUN|STZ|STI|SEB|EBL|BNR|FEG|PAW|HEZ|NCZ|SGH|REG|APN
R00557,SP000818,LVC,SOP,17,LVC|XMR|SDL|BAH|BOT|BNW|SFL|WLO|BLN|HLR|HTO|FBY|FRE|ANS|HIL|BDL|SOP
R00558,SP000819,RFY,ELP,23,RFY|GNL|BKC|BKQ|LVJ|MRF|LVL|XLV|LVJ|BKQ|BKC|GNL|RFY|BEB|PSL|SPI|BMR|BOM|ERA|HOO|LTT|OVE|ELP
R00559,SP000820,CDF,PMD,30,CDF|PYC|LLR|PCD|BGN|PYL|PTA|BAJ|BNF|NTH|SKE|LAS|SWA|GWN|LLE|PBY|KWL|FYS|XCI|CMN|WTL|NAR|KGT|SDF|TEN|PNA|MRB|LAM|PMB|PMD
R00560,SP000822,BWR,CPG,4,BWR|SWW|MIM|CPG
R00561,SP002835,SHR,LIV,14,SHR|GOB|CRK|RUA|WRX|CTR|HSB|FRD|RUN|ALE|WSA|MSH|EDG|LIV
R00562,SP003145,MAN,FGH,49,MAN|LVM|HTC|SPT|CHU|HTH|WML|ALD|CEL|GTR|HCH|SDB|CRE|NAN|WRE|WTC|PRS|WEM|YRT|SHR|CTT|CRV|LUD|LEO|HFD|AGV|PPL|CWM|NWP|CDF|PYC|BGN|PTA|NTH|SKE|LAS|SWA|GWN|LLE|PBY|KWL|FYS|XCI|CMN|WTL|CUW|CLR|FGW|FGH
R00563,SP000826,HOO,ELP,4,HOO|LTT|OVE|ELP
R00564,SP000827,ZHS,ZUM,8,ZHS|ZTU|GUN|KWG|KWG|GUN|ZTU|ZUM
R00565,SP003604,CTR,LIV,9,CTR|HSB|FRD|RUN|ALE|WSA|MSH|EDG|LIV
R00566,SP000829,SRA,MRW,6,SRA|XTA|LEB|TOM|NUM|MRW
R00567,SP000830,ZET,ZUM,8,ZET|ZTU|GUN|KWG|KWG|GUN|ZTU|ZUM
R00568,SP002839,HHD,MIA,30,HHD|VAL|LPG|BNG|LLF|PMW|CNW|LLJ|CWB|AGL|RHL|PRT|FLN|SHT|CTR|HSB|FRD|RUE|WBQ|ERL|NLW|ECC|DGT|MCO|MAN|BNA|EDY|GTY|HDG|MIA
R00569,SP000832,MRW,SRA,6,MRW|NUM|TOM|LEB|XTA|SRA
R00570,SP001330,PEN,COY,11,PEN|DGL|GTN|CDF|CDQ|HLL|TGS|BCG|RHI|WHT|COY
R00571,SP000837,AYW,BHI,32,AYW|LLB|BOW|BRH|DVY|MCN|CWS|NWT|WLP|SHR|XSY|WLN|TFC|XMD|COS|ALB|BBK|WVH|CSY|TIP|DDP|SAD|SGB|XGJ|SMR|XOS|BHM|XOZ|SCF|LEH|MGN|BHI
R00572,SP000838,REG,SHZ,17,REG|SGH|NCZ|HEZ|PAW|FEG|BNR|EBL|SEB|STI|STZ|SUN|CIC|UNV|MIF|PAI|SHZ
R00573,SP000841,COY,PEN,11,COY|WHT|RHI|BCG|TGS|HLL|CDQ|CDF|GTN|DGL|PEN
R00574,SP003396,EDB,LEV,13,EDB|HYM|EGY|DAM|NQU|INK|DAG|AUR|BTS|KGH|KDY|CBX|LEV
R00575,SP003838,XSU,CAT,18,XSU|XLJ|NXG|BCY|HPA|FOH|SYD|PNW|ANZ|NWD|ECR|SCY|PUO|PUR|KLY|WHY|WHS|CAT
R00576,SP000844,BWR,MIM,3,BWR|SWW|MIM
R00577,SP000845,NCL,MCE,3,NCL|DOT|MCE
R00578,SP000846,SLB,LLD,26,SLB|LGK|RCC|SBK|MBR|TBY|EAG|YRM|NTR|THI|CHF|DON|MEX|XAJ|TUT|LGN|SOT|KDG|ASG|SHT|FLN|PRT|RHL|AGL|CWB|LLD
R00579,SP000847,LLJ,BHI,27,LLJ|CWB|AGL|RHL|PRT|FLN|SHT|CTR|WRX|RUA|CRK|GOB|SHR|XSY|WLN|TFC|XMD|COS|WVH|DDP|SAD|XGJ|XOS|BHM|XOZ|SCF|BHI
R00580,SP000849,SIV,PNZ,5,SIV|CBB|LEL|SER|PNZ
R00581,SP003346,BHM,EDB,28,BHM|XOS|XGJ|SAD|DDP|WVH|XBJ|PKG|STA|CRE|WSF|ACB|XYJ|WBQ|WGN|XOU|PRE|LAN|XOA|OXN|XIT|PNR|CAR|XGS|LOC|SLA|HYM|EDB
R00582,SP001626,PLY,ABD,74,PLY|IVY|TOT|NTA|TGM|DWL|DWW|EXD|TVP|TAU|BWT|PSN|BRI|FIT|BPW|YAE|CNM|XAY|WOP|XSW|BMV|BTG|LOB|KNN|SLY|BHM|XOZ|XLX|WTO|XKI|TAH|XWE|BUT|DBY|XAJ|CHD|SHF|SWN|MRP|WKF|LDS|CRG|MIK|CHF|YRK|THI|NTR|DAR|DHM|NCL|MPT|ALM|BWK|RSN|DUN|DRM|PST|EDB|HYM|INK|BTS|KDY|MNC|LDY|CUP|LEU|DEE|BYF|CAN|ARB|MTS|LAU|STN|ABD
R00583,SP002407,DID,EVE,15,DID|APF|CUM|RAD|OXF|HND|CME|FIN|CBY|AUW|SIP|KGM|MIM|HYB|EVE
R00584,SP000854,TRU,FAL,6,TRU|PRW|PYN|PNM|FMT|FAL
R00585,SP000855,OXF,BAN,6,OXF|TAC|HYD|XAN|KGS|BAN
R00586,SP000856,NCL,DAR,4,NCL|CLS|DHM|DAR
R00587,SP003672,WML,LIV,25,WML|SYA|MIA|HDG|GTY|EDY|BNA|MAU|MAN|MCO|DGT|ECC|PAT|NLW|ERL|SHJ|LEG|RNH|WHN|HUY|ROB|BGE|WAV|EDG|LIV
R00588,SP000861,CRE,MAN,14,CRE|SDB|HCH|CEL|ALD|WML|SYA|MIA|HDG|GTY|EDY|BNA|MAU|MAN
R00589,SP000864,CRE,EUS,21,CRE|STA|XCO|XOI|LTV|TAM|XIM|NUN|RUG|XWZ|XHN|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
R00590,SP002840,HHD,BHI,35,HHD|VAL|RHO|TYC|BOR|LPG|BNG|PMW|LLJ|CWB|AGL|RHL|PRT|FLN|SHT|CTR|WRX|RUA|CRK|GOB|SHR|XSY|WLN|TFC|XMD|COS|WVH|DDP|SAD|XGJ|XOS|BHM|XOZ|SCF|BHI
R00591,SP000866,TRU,FAL,5,TRU|PYN|PNM|FMT|FAL
R00592,SP002902,CDF,HHD,33,CDF|NWP|CWM|PPL|AGV|HFD|LEO|LUD|CRV|CTT|SHR|GOB|CRK|RUA|WRX|CTR|SHT|FLN|PRT|RHL|AGL|CWB|LLJ|CNW|PMW|LLF|BNG|LPG|BOR|TYC|RHO|VAL|HHD
R00593,SP004274,CPH,BYI,14,CPH|LVT|LLS|HHL|CDQ|CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|BYI
R00594,SP003693,CDF,TRB,19,CDF|CDQ|CYS|LLN|RDR|TAF|TRE|TRF|PPD|TRH|POR|DMG|TNP|LLY|YSR|TPN|TRY|YNW|TRB
R00595,SP000872,HPQ,HVH,2,HPQ|HVH
R00596,SP000874,HVH,HPQ,2,HVH|HPQ
R00597,SP000876,WOK,AON,7,WOK|BKO|AHV|AHT|FNH|BTY|AON
R00598,SP000879,NEM,AON,12,NEM|SUR|WYB|BFN|WBY|WOK|BKO|AHV|AHT|FNH|BTY|AON
R00599,SP001750,AON,NEM,13,AON|BTY|FNH|AHT|AHV|BKO|WOK|WBY|BFN|WYB|ESH|SUR|NEM
R00600,SP000884,CMN,SHR,37,CMN|XCI|FYS|KWL|PBY|LLE|BYE|LLH|PTD|PTF|AMF|LLI|FFA|LLL|LLG|LNR|LLV|CYN|SUG|LNW|LLM|GTH|CIM|BHR|LLO|PNY|DOL|LLT|LGO|KNU|KNI|BUK|HPT|BME|CRV|CTT|SHR
R00601,SP000886,EBB,MST,20,EBB|EBV|LTH|NBE|CKY|RCA|ROR|PYE|NWP|CDF|PYC|LLR|PCD|BGN|WMI|SRR|TDU|GMG|MEW|MST
R00602,SP001804,CRE,EUS,28,CRE|STA|PKG|XBJ|WVH|DDP|SAD|XGJ|XOS|BHM|XOZ|SCF|BHI|BKW|COV|RUG|XWZ|XHN|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
R00603,SP000893,BFR,BKJ,9,BFR|EPH|LGJ|HNH|WDU|SYH|PNE|KTH|BKJ
R00604,SP000899,BNP,AXM,15,BNP|UMB|KGN|EGG|MRD|COP|YEO|CDI|EXD|EXC|PIN|CBK|FNT|HON|AXM
R00605,SP001134,BYI,RHY,26,BYI|BRY|BYD|CAD|DNS|EBK|CGN|GTN|CDF|CDQ|HHL|LLS|LVT|CPH|ABE|ECP|LNB|YSM|HNG|PGM|GFF|BGD|BHD|TIR|PLT|RHY
R00606,SP000901,BNP,EXC,10,BNP|UMB|EGG|LAP|MRD|COP|YEO|CDI|EXD|EXC
R00607,SP000902,BNP,EXC,14,BNP|CPN|UMB|PMA|KGN|EGG|LAP|MRD|COP|YEO|CDI|NTC|EXD|EXC
R00608,SP000903,SGR,CST,14,SGR|ERH|BVD|ABW|PLU|WWA|WWD|CTN|WCB|MZH|GNW|DEP|XKE|CST
R00609,SP000913,BNP,PGN,20,BNP|UMB|EGG|MRD|COP|YEO|CDI|NTC|EXD|EXT|MBT|SCS|DWW|DWL|TGM|NTA|EDS|TRR|TQY|PGN
R00610,SP003156,CHX,CST,27,CHX|WAE|NWX|LEW|XPY|HGR|LEE|MTG|NEH|SID|AYP|BXY|CRY|SGR|ERH|BVD|ABW|PLU|WWA|WWD|CTN|WCB|MZH|GNW|DEP|XKE|CST
R00611,SP000910,MDE,AFK,7,MDE|BSD|HBN|HRM|LEN|CHG|AFK
R00612,SP000911,BNP,EXC,13,BNP|CPN|UMB|PMA|EGG|LAP|MRD|COP|YEO|CDI|NTC|EXD|EXC
R00613,SP000912,NCL,CHT,9,NCL|MAS|CRM|MPT|PEG|WDD|ACK|ALM|CHT
R00614,SP000914,LDS,YRK,14,LDS|BUY|HDY|HRS|WET|PNL|HBP|HGT|SBE|KNA|CTL|HMM|POP|YRK
R00615,SP000916,LSM,OBN,2,LSM|OBN
R00616,SP000917,NEM,AON,10,NEM|SUR|WYB|BFN|WOK|AHV|AHT|FNH|BTY|AON
R00617,SP003012,DFD,XVJ,14,DFD|XRT|BNH|BXH|WLI|FCN|ELW|KDB|BKH|LEW|NHD|PMR|DMK|XVJ
R00618,SP000919,PNR,KWK,2,PNR|KWK
R00619,SP000921,GLQ,DEE,20,GLQ|BBG|LNZ|CRO|CMO|FKG|XGM|PMT|LIN|INK|ROS|DFE|DFL|COW|GLT|MNC|LDY|CUP|LEU|DEE
R00620,SP002904,KLN,KGX,35,KLN|WTG|DOW|LTP|XYE|ELY|WBC|CMB|CBG|CMS|XSP|FXN|STH|MEL|RYS|AWM|BDK|LET|HIT|SVG|KBW|XGN|WGC|HAT|BPK|PBR|HDW|OKL|NSG|AAP|HRN|HGY|FPK|XKB|KGX
R00621,SP000924,PAD,HWV,4,PAD|STL|HXX|HWV
R00622,SP000925,CDF,PEN,4,CDF|GTN|DGL|PEN
R00623,SP000926,LDS,ILK,6,LDS|GSY|MNN|BUW|BEY|ILK
R00624,SP000927,BNH,CST,12,BNH|BXH|WLI|FCN|ELW|KDB|BKH|LEW|SAJ|NWX|XKE|CST
R00625,SP004623,EDB,SBR,13,EDB|HYM|LIN|PMT|FKK|CRO|LNZ|BBG|MYH|WES|DBC|DLR|SBR
R00626,SP003842,POO,NEM,26,POO|PKS|BSM|BMH|POK|CHR|HNA|NWM|SWY|BCU|BEU|ANF|TTN|RDB|SOU|SDN|SOA|ESL|XEW|WIN|MIC|BSK|FNB|WOK|SUR|NEM
R00627,SP004595,EBN,WSW,29,EBN|HMD|XIL|PLG|BRK|GLY|XRH|LWS|CBR|PMP|XKM|WVF|HHE|BAB|TBD|GTW|SAF|ELD|XJS|PUR|PUO|SCY|ECR|SRS|TTH|NRB|SRC|BAL|WSW
R00628,SP004171,ELY,LST,26,ELY|WBC|CMB|CBG|CMS|XSP|SED|WLF|GRC|AUD|NWE|ESM|SST|BIS|SAW|HWM|HWN|RYN|BXB|CHN|BMD|TOM|XMI|HAC|BET|LST
R00629,SP000936,SOU,POO,15,SOU|RDB|TTN|ANF|BEU|BCU|SWY|NWM|HNA|CHR|POK|BMH|BSM|PKS|POO
R00630,SP000939,HGS,EBN,8,HGS|SLQ|XOP|BEX|PEV|XIL|HMD|EBN
R00631,SP002944,BMH,NEM,22,BMH|POK|CHR|HNA|NWM|SWY|BCU|ANF|TTN|RDB|SOU|SDN|SOA|ESL|XEW|WIN|MIC|BSK|FNB|WOK|SUR|NEM
R00632,SP003283,DKG,BAK,15,DKG|BXW|LHD|AHD|EPS|EWE|CHE|SUO|CSH|HCB|MIJ|MTC|BAL|WSW|BAK
R00633,SP000948,HRH,BOG,10,HRH|CHH|BIG|PUL|AMY|ARU|XXA|FOD|BAA|BOG
R00634,SP000949,MAN,BUX,15,MAN|LVM|HTC|SPT|DVN|WSR|HAZ|MDL|DSL|NMN|FNV|WBR|CEF|DVH|BUX
R00635,SP000956,MAN,BUX,12,MAN|HTC|SPT|DVN|WSR|HAZ|DSL|NMN|FNV|WBR|CEF|BUX
R00636,SP000957,SUN,SGH,11,SUN|STZ|STI|SEB|EBL|BNR|FEG|PAW|HEZ|NCZ|SGH
R00637,SP000959,OBN,OBN,3,OBN|LSM|OBN
R00638,SP004063,BHM,EUS,29,BHM|XOZ|SCF|BHI|HIA|BKW|THL|CNL|COV|RUG|LBK|NMP|XHN|WOL|MKC|BLY|LBZ|XOD|TRI|BKM|XOE|HML|APS|KGL|WFJ|HRW|WMB|XWI|EUS
R00639,SP000965,BNY,SHF,6,BNY|WOM|ELR|CLN|MHS|SHF
R00640,SP004489,MIA,CLE,37,MIA|HDG|GTY|EDY|BNA|MAU|MAN|LVM|HTC|SPT|DVN|WSR|HAZ|EDL|BAM|HSG|GRN|SHF|MHS|SWN|MEX|DON|KKS|HFS|TNS|CWE|ALP|SCU|BTB|HAB|SLL|HLI|GCT|GMB|GMD|NCE|CLE
R00641,SP004252,LDS,GOO,12,LDS|XES|WDS|CFD|GLH|PFM|KNO|WBD|HEL|SNI|RWC|GOO
R00642,SP000969,BHM,WVH,8,BHM|XOZ|AST|XRA|TAB|BSC|XPJ|WVH
R00643,SP003523,NEM,PMH,19,NEM|SUR|EFF|GLD|FNC|GOD|MLF|WTY|HSL|LIP|LIS|PTR|RLN|HAV|BDH|HLS|FTN|PMS|PMH
R00644,SP000975,DAR,NCL,3,DAR|DHM|NCL
R00645,SP000976,STW,QRB,7,STW|TWI|SMG|RMD|BNS|PUT|QRB
R00646,SP000977,BCU,LYP,3,BCU|LYT|LYP
R00647,SP002612,BPN,MIA,25,BPN|PFY|KKM|SLW|PRE|LEY|XOU|BSV|CRL|ADL|BLK|HWI|LOT|XLK|BON|SLD|DGT|MCO|MAN|MAU|BNA|EDY|GTY|HDG|MIA
R00648,SP000980,LYP,BCU,3,LYP|LYT|BCU
R00649,SP000981,HAZ,MAN,7,HAZ|WSR|DVN|SPT|HTC|LVM|MAN
R00650,SP000983,KWK,PNR,2,KWK|PNR
R00651,SP003998,LDS,BPN,19,LDS|NPD|BDI|HFX|HBD|BYM|ACR|BBN|MLH|CYT|PLS|BMB|XLS|LOH|PRE|SLW|KKM|PFY|BPN
R00652,SP001009,LDS,RCD,14,LDS|BLE|NPD|BDI|LMR|HFX|SOW|MYT|HBD|TOD|WDN|LTL|SMB|RCD
R00653,SP000989,BAA,BOG,2,BAA|BOG
R00654,SP000990,CST,CST,27,CST|XKE|DEP|GNW|MZH|WCB|CTN|WWD|WWA|PLU|ABW|BVD|ERH|SGR|CRY|BXY|AYP|SID|NEH|MTG|LEE|HGR|XPY|SAJ|NWX|XKE|CST
R00655,SP000992,TBD,PMH,25,TBD|CRW|IFI|LVN|HRH|CHH|BIG|PUL|AMY|ARU|XXA|FOD|BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|HLS|FTN|PMS|PMH
R00656,SP000993,HAV,WSW,36,HAV|WBL|EMS|SOB|NUT|BOH|FSB|CCH|BAA|FOD|XXA|ARU|AMY|PUL|BIG|CHH|HRH|LVN|FGT|IFI|CRW|TBD|GTW|SAF|ELD|XJS|PUR|PUO|SCY|ECR|SRS|TTH|NRB|SRC|BAL|WSW
R00657,SP001858,PMH,BTN,26,PMH|PMS|FTN|HLS|BDH|HAV|EMS|CCH|BAA|FOD|LIT|XXA|ANG|GBS|DUR|WWO|WRH|EWR|LAC|SSE|SWK|FSG|PLD|AGT|HOV|BTN
R00658,SP000995,PMH,HRH,15,PMH|PMS|FTN|HAV|EMS|SOB|BOH|FSB|CCH|BAA|FOD|XXA|PUL|BIG|HRH
R00659,SP000997,PMS,HRH,17,PMS|FTN|HLS|HAV|WBL|EMS|SOB|NUT|BOH|FSB|CCH|BAA|FOD|XXA|PUL|BIG|HRH
R00660,SP002171,CBG,BTN,57,CBG|CMS|XSP|FXN|STH|MEL|RYS|AWM|BDK|LET|HIT|SVG|KBW|XGN|WGC|HAT|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HRN|HGY|FPK|XKB|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|BCY|FOH|SYD|ANZ|NWD|ECR|SCY|PUO|PUR|XJS|ELD|SAF|HOR|GTW|TBD|BAB|HHE|WVF|XKM|BUG|HSK|PRP|BTN
R00661,SP001635,NOT,CDF,35,NOT|BEE|ATB|XTR|LGE|SPO|DBY|WIL|BUT|XWE|TAH|WNE|XKI|WTO|XLX|XOZ|BHM|FWY|UNI|SLY|KNN|LOB|BTG|BMV|XSW|WOP|XAY|ASC|CNM|GCR|LYD|CPW|STJ|NWP|CDF
R00662,SP001040,RCC,MAN,22,RCC|SBK|MBR|TBY|EAG|YRM|NTR|THI|YRK|CHF|MIK|CRG|LDS|MLY|DEW|HUD|MSN|GNF|SYB|GUI|ABY|MAN
R00663,SP001016,BCY,CYP,5,BCY|HPA|FOH|SYD|CYP
R00664,SP001021,AFK,RAM,15,AFK|WHA|SDG|XSI|FKW|FKC|DVP|XUK|MTM|WAM|DEA|SDW|XMF|THP|RAM
R00665,SP001032,SAL,NEM,10,SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
R00666,SP001019,ECR,UCK,16,ECR|SCY|SNR|RDD|UWL|WOH|OXT|HUR|EBT|HEV|CWN|AHS|ERI|COH|BXD|UCK
R00667,SP001022,UCK,XSU,26,UCK|BXD|COH|ERI|AHS|CWN|HEV|EBT|HUR|OXT|WOH|UWL|RDD|SNR|SCY|ECR|NWD|ANZ|PNW|SYD|FOH|HPA|BCY|NXG|XLJ|XSU
R00668,SP001024,AFK,MAR,12,AFK|WYE|CIL|CRT|CBW|STU|MSR|XMF|THP|RAM|BSR|MAR
R00669,SP001025,DON,LDS,9,DON|BYK|AWK|SES|FZW|SNA|WKF|OUT|LDS
R00670,SP001027,SAL,EXD,15,SAL|TIS|GIL|TMC|SHE|YVJ|CKN|AXM|HON|FNT|WHM|CBK|PIN|EXC|EXD
